steps,success_rate,ep_reward,ep_length,actor_loss,critic_loss
373239,0.0,-0.5155582257679531,150.0,-7.058341935021537,0.017084976185689722
374289,0.0,-0.5239655758653369,150.0,-7.070113095783052,0.013856361138057851
375339,0.6,-0.5206845615591321,150.0,-7.045651932670957,0.01258460716388765
376389,0.0,-0.5297787955829075,150.0,-7.0364559977395205,0.01346995125801879
377439,0.1,-0.516037540776389,150.0,-7.023710574195499,0.011733485663620135
378489,0.0,-0.511586823633739,150.0,-6.999218982060751,0.01263414496267658
379539,0.0,-0.5177471382277352,150.0,-6.981709452583677,0.011876607743047534
380589,0.0,-0.4860167588506426,150.0,-7.001920501164028,0.010724712609690393
381639,0.1,-0.521308822291238,150.0,-6.984450470152355,0.00990078641489769
382689,0.1,-0.5028600479875293,150.0,-6.9798383880796875,0.012052671871081527
383739,0.4,-0.502982463155474,150.0,-6.962550374893914,0.011066611988824748
384789,0.1,-0.5175551431519645,150.0,-6.962482680366152,0.009301481066116443
385839,0.3,-0.5103531011513301,150.0,-6.964706690652029,0.010754013731632204
386889,0.0,-0.5401706099510193,150.0,-6.980261306762695,0.009816524579877124
387939,0.2,-0.5448767798287528,150.0,-6.967622625714256,0.010594496561735426
388989,0.2,-0.515648752450943,150.0,-6.954007725488572,0.010483247017643105
390039,0.0,-0.5184908764702933,150.0,-6.75920076915196,0.00960598579297463
391089,0.3,-0.519554785319737,150.0,-6.944020582380749,0.008632523413814071
392139,0.2,-0.5093695904527392,150.0,-6.949695336932228,0.00967226361445639
393189,0.0,-0.5086745364325387,150.0,-6.938091047377815,0.0078008595952719795
394239,0.1,-0.5398275767053876,150.0,-6.9303905923025955,0.007510784365724595
395289,0.3,-0.5242155492305756,150.0,-6.9472439647856215,0.008035593404146354
396339,0.1,-0.5413014675889697,150.0,-6.923128329231626,0.008143014367115462
397389,0.0,-0.531535919223513,150.0,-6.922785511016846,0.009102402829365539
398439,0.0,-0.510125070810318,150.0,-6.912734515780493,0.008220600054455211
399489,0.2,-0.5483089174543109,150.0,-6.923787978490194,0.006488671414332376
400539,0.0,-0.5135105507714408,150.0,-6.899330099650791,0.007151360769002212
401589,0.0,-0.5055618754455021,150.0,-6.8891356145767935,0.007360439117875926
402639,0.2,-0.5039825226579394,150.0,-6.876344279334659,0.006492041766122427
403689,0.2,-0.5331611718450274,150.0,-6.883878048488072,0.006886006874154277
404739,0.0,-0.5345852204731533,150.0,-6.893401708602904,0.005925810506644968
405789,0.1,-0.5276617365224021,150.0,-6.8894635064261305,0.006514673609330896
406839,0.1,-0.5114371010235378,150.0,-6.8939563578651075,0.005657252452358426
407889,0.1,-0.5439930004732949,150.0,-6.8865659768240794,0.005305806571905989
408939,0.0,-0.5386738479137421,150.0,-6.868326801118397,0.006152160845785623
409989,0.0,-0.5441132954188755,150.0,-6.863558015369234,0.0061305852192786656
411039,0.0,-0.5049912972109658,150.0,-6.844681716192335,0.005737785756299715
412089,0.2,-0.5363447751317706,150.0,-6.858080539703368,0.005675980981516962
413139,0.1,-0.5410685624395098,150.0,-6.8702335639227,0.004954569326447589
414189,0.0,-0.5388404045786176,150.0,-6.853658732913788,0.0041405635237849
415239,0.0,-0.5467355081013271,150.0,-6.863928822562808,0.004403861437292237
416289,0.1,-0.5269113566194262,150.0,-6.849131609144665,0.0042936102749912865
417339,0.0,-0.5190856243882861,150.0,-6.8527564076014915,0.004630850922992631
418389,0.1,-0.5152473109109061,150.0,-6.8369600981757745,0.004055496105048362
419439,0.0,-0.5026986173221043,150.0,-6.8356828566959935,0.0035838992243433106
420489,0.1,-0.5180154017039708,150.0,-6.833207351593744,0.003632450270677163
421539,0.2,-0.5031917520931789,150.0,-6.841681914556594,0.004837202100066601
422589,0.0,-0.5584846138954163,150.0,-6.8312603296552386,0.0036618624418042604
423639,0.0,-0.5292550665991647,150.0,-6.816589889753431,0.003650405920149448
424689,0.2,-0.5082142097609383,150.0,-6.8294218844459165,0.003931416758153188
425739,0.0,-0.5151324995926448,150.0,-6.812097038541522,0.003602262789333638
426789,0.4,-0.5387944238526481,150.0,-6.808638544082642,0.0027252031801756295
427839,0.0,-0.5083723408835275,150.0,-6.7157255572364445,0.0029025158799430794
428889,0.1,-0.5249098198754447,150.0,-6.807382284346082,0.0031861832915594623
429939,0.0,-0.5252876196588788,150.0,-6.79677448953901,0.002890938092965544
430989,0.1,-0.5439245445387704,150.0,-6.793079952966599,0.0027330630390150915
432039,0.0,-0.5082344923700605,150.0,-6.802252316247849,0.0024591670741072103
433089,0.0,-0.5258520799023765,150.0,-6.781659867422921,0.0026426347018873677
434139,0.1,-0.5008816591330937,150.0,-6.782762462525142,0.0024677664526583003
435189,0.1,-0.5356280931404659,150.0,-6.773532286144438,0.002062353160720141
436239,0.4,-0.532910236290523,150.0,-6.776351991835094,0.002622463226822826
437289,0.0,-0.5513620802334377,150.0,-6.776803330466861,0.002042513271472195
438339,0.0,-0.5457884584154401,150.0,-6.775805032820928,0.0024778728463709172
439389,0.0,-0.5017170906066895,150.0,-6.7700713407425654,0.0021913015884430414
440439,0.0,-0.524538734129497,150.0,-6.762086229778471,0.0017584368630611737
441489,0.0,-0.5197888229574475,150.0,-6.766968754813784,0.0018587512519609717
442539,0.3,-0.5323035504136767,150.0,-6.764603931336176,0.0018503858484438666
443589,0.0,-0.538709968328476,150.0,-6.764074129831224,0.001838948249767002
444639,0.1,-0.5304415822029114,150.0,-6.762388354256038,0.0015723318055305363
445689,0.0,-0.5480544226510184,150.0,-6.748086651393345,0.0022569388484476975
446739,0.0,-0.5532016754150391,150.0,-6.750766105651855,0.0015825643971384992
447789,0.2,-0.5224901778357369,150.0,-6.747672215416317,0.0015704520036316743
448839,0.0,-0.5015037485531398,150.0,-6.757666914349509,0.0014670884290466175
449889,0.0,-0.5136151143482753,150.0,-6.734317421231951,0.0013578841936708029
450939,0.2,-0.5160381325653621,150.0,-6.741468353271485,0.0014702528469414183
451989,0.0,-0.5216706139700753,150.0,-6.737479508263725,0.001283869335228311
453039,0.0,-0.5259330315249306,150.0,-6.748731553213936,0.0014486395190553075
454089,0.0,-0.5348498906408038,150.0,-6.734109591529483,0.0011840590197105137
455139,0.0,-0.5270123311451503,150.0,-6.733507597559975,0.0014524013953909852
456189,0.0,-0.5322987692696708,150.0,-6.718617242631458,0.0010963061916603085
457239,0.0,-0.5082331938402993,150.0,-6.7314771534147715,0.0010994286967131
458289,0.0,-0.5206044231142316,150.0,-6.723557749702818,0.0012031428037638154
459339,0.0,-0.5373160881655556,150.0,-6.7109509922209245,0.0010283275572943412
460389,0.0,-0.5009072337831769,150.0,-6.726982671646844,0.0011244266379314162
461439,0.3,-0.5217132525784629,150.0,-6.729568882442655,0.0010176963984364798
462489,0.0,-0.5061771614210946,150.0,-6.717677147729057,0.0012994838654412889
463539,0.0,-0.5284957928316933,150.0,-6.727537307285126,0.0010308819132859796
464589,0.0,-0.5105689253125872,150.0,-6.727490703946068,0.0008928996816393918
465639,0.0,-0.5174496684755597,150.0,-6.714092606135777,0.0010896812861375068
466689,0.0,-0.5130315933908735,150.0,-6.72290282476516,0.0008144429053174375
467739,0.1,-0.5351100819451469,150.0,-6.717985350290934,0.0008401153691548166
468789,0.0,-0.5272276146071297,150.0,-6.710583224069505,0.0008031042192444493
469839,0.0,-0.5398585285459246,150.0,-6.712519443602789,0.0009082206259301443
470889,0.0,-0.5344447067805699,150.0,-6.718046199707758,0.0007240542415335464
471939,0.0,-0.5071000456809998,150.0,-6.7056568935939245,0.000744303044838099
472989,0.0,-0.5262756517955235,150.0,-6.699581164405459,0.0007478491586031548
474039,0.0,-0.5047646590641567,150.0,-6.703581605638776,0.0006952707306135423
475089,0.0,-0.5332163316862923,150.0,-6.699103997094291,0.000720783712361784
476139,0.0,-0.53841775229999,150.0,-6.703080749511719,0.0006862157018968857
477189,0.0,-0.5210247167519161,150.0,-6.708239530381703,0.000655763114821942
478239,0.0,-0.532531099660056,150.0,-6.687778887521653,0.0006952894650679635
479289,0.0,-0.5368530324527195,150.0,-6.703980407714844,0.0006665994695919965
480339,0.0,-0.5572645579065595,150.0,-6.697291133063181,0.0006550884383129112
481389,0.2,-0.5182178403650012,150.0,-6.696768292472476,0.0006712538567427101
482439,0.0,-0.5064474642276764,150.0,-6.681693873178391,0.0005417091611473422
483489,0.0,-0.5125415623188019,150.0,-6.69125607853844,0.0005555072224940107
484539,0.1,-0.5246139466762543,150.0,-6.678953909192766,0.0005035611596637561
485589,0.0,-0.526906452008656,150.0,-6.677212669281734,0.0005399467594231413
486639,0.0,-0.5409311694758279,150.0,-6.6745293594541995,0.0005696689775019575
487689,0.0,-0.5139036476612091,150.0,-6.678631178992135,0.0005540963094903244
488739,0.0,-0.5056346314293998,150.0,-6.675627247719539,0.000482434410538796
489789,0.0,-0.498521272625242,150.0,-6.678921432949248,0.0005217847383132072
490839,0.1,-0.49007810013634817,150.0,-6.664272239775884,0.000528168942504895
491889,0.1,-0.512505612203053,150.0,-6.690410437356858,0.0004420726425208462
492939,0.0,-0.5368203861372811,150.0,-6.652121758688064,0.0004849455352329339
493989,0.0,-0.5273703421865191,150.0,-6.667862640108382,0.0004343900935817233
495039,0.1,-0.5322703719139099,150.0,-6.676450126284644,0.0004182024293965827
496089,0.0,-0.5039190096514565,150.0,-6.659378727958315,0.000448624955644759
497139,0.2,-0.5516761711665562,150.0,-6.664657929738363,0.00046797772625203454
498189,0.0,-0.5380693546363285,150.0,-6.661042852855863,0.0004790694295176461
499239,0.1,-0.5330723226070404,150.0,-6.651994659787133,0.0003942901822301792
