steps,success_rate,ep_reward,ep_length,actor_loss,critic_loss
230439,0.0,-0.5016913797174182,150.0,-8.241297612417311,0.05836602193436452
231489,0.6,-0.5032157642500741,150.0,-8.151358143488565,0.059303607839558806
232539,0.0,-0.48917376569339205,150.0,-8.181574688866025,0.05974596032872797
233589,0.2,-0.5330516568252018,150.0,-8.16672621863229,0.06375613817945124
234639,0.0,-0.5468581957476479,150.0,-8.186447264807565,0.05446102990724501
235689,0.2,-0.49879627568381174,150.0,-8.152299503598895,0.058000787964888986
236739,0.0,-0.526039353438786,150.0,-8.159524640582855,0.05605990377653922
237789,0.3,-0.5140874939305442,150.0,-8.157298286074683,0.06913222019516287
238839,0.0,-0.5307864759649549,150.0,-8.15117804118565,0.058391461316496134
239889,0.2,-0.5088733051504407,150.0,-8.176129005068827,0.05754298244381235
240939,0.0,-0.5169092459338052,150.0,-8.193477791377477,0.05768760473068272
241989,0.1,-0.5251446281160627,150.0,-8.166071809587024,0.0659719022780302
243039,0.3,-0.5235824840409415,150.0,-8.103777409508115,0.061998058193851076
244089,0.0,-0.531563618353435,150.0,-8.112664070129396,0.05724901447338717
245139,0.1,-0.5574706196784973,150.0,-8.119592632566178,0.06121018374782233
246189,0.4,-0.5141996570995876,150.0,-8.101829426175073,0.059881706592582525
247239,0.2,-0.5171420659337725,150.0,-8.112609764734904,0.06158313605579591
248289,0.0,-0.5105356574058533,150.0,-8.160830603100006,0.059845246937835495
249339,0.1,-0.4947529009410313,150.0,-8.186385607946487,0.05678086595875876
250389,0.0,-0.5167632145541055,150.0,-8.119177595320204,0.0644266419769043
251439,0.1,-0.513067113501685,150.0,-8.12418602035159,0.06343404644745446
252489,0.0,-0.5431181788444519,150.0,-8.089616348175776,0.06565518117997618
253539,0.1,-0.5256736619131905,150.0,-8.139497210638863,0.0595628037206119
254589,0.0,-0.5241683295794896,150.0,-8.085855102993193,0.059420807515049266
255639,0.1,-0.517184853553772,150.0,-8.07070201692127,0.055622377180982216
256689,0.1,-0.5128950604370662,150.0,-8.111756503241402,0.058451295730968314
257739,0.2,-0.5098737818854195,150.0,-8.152792995543708,0.06531902461889245
258789,0.3,-0.5148954391479492,150.0,-8.054992131732758,0.06102254086839302
259839,0.0,-0.5386501508099693,150.0,-8.051881184805008,0.06034097096927109
260889,0.0,-0.5157581056867327,150.0,-8.099462606793358,0.05655752662480588
261939,0.1,-0.5252825702939715,150.0,-8.075313102631343,0.054256572028888124
262989,0.2,-0.49816589270319256,150.0,-8.072820422308785,0.05872016674528519
